asset,2025-12-01,2025-12-02,2025-12-03,2025-12-04,2025-12-05,2025-12-08,2025-12-09,2025-12-10,2025-12-11,2025-12-12,2025-12-15,2025-12-16,2025-12-17,2025-12-18,2025-12-19,2025-12-22,2025-12-23,2025-12-24,2025-12-25,2025-12-26,2025-12-29,2025-12-30,2025-12-31,2026-01-01,2026-01-02,2026-01-05,2026-01-06,2026-01-07,2026-01-08,2026-01-09,2026-01-12,2026-01-13,2026-01-14,2026-01-15,2026-01-16,2026-01-19,2026-01-20,2026-01-21,2026-01-22,2026-01-23,2026-01-26,2026-01-27,2026-01-28,2026-01-29,2026-01-30,2026-02-02,2026-02-03,2026-02-04,2026-02-05,2026-02-06,2026-02-09,2026-02-10,2026-02-11,2026-02-12,2026-02-13,2026-02-16,2026-02-17,2026-02-18,2026-02-19,2026-02-20,2026-02-23,2026-02-24,2026-02-25,2026-02-26,2026-02-27
Desk 66,63.34,91.74,92.23,79.01,0,91.85,82.17,92,69.67,0,77.01,77.17,91.78,91.77,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,68.34,65.34,75.84,0,0,56.5,0,74.34,91.84,56.84,27.17,0,11,55.01,91.95,80.67,75.84,1.5,74.84,91.73,58.55,76.01,41.84,48.83,88.67,81.66,73.5,73.84,91.79,72.01,77.67,52,0,91.9,92.06,83.88,0
DEsk 28,0,0,0,0,0,45,79.84,0.5,0,0,79.69,81.86,88.54,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,77.83,63.61,93.44,67.29,0,0,0,80,85.98,83.15,86.17,63.32,66.66,0,0,0,0,90.02,82.17,0,26.37,100,67.37,0,0,0,0,0,7.5,81.58,33.58,45,0,0,0,0,0,0
Desk 51,0,75.5,36.17,77.83,0,75.28,76.33,75,69,0,0,83.17,83.17,75.33,0,0,0,0,0,0,0,0,0,0,0,0,0,35.83,81.33,0,33.33,84.22,40.67,0,0,0,88.67,0,64.67,0,80.33,0,75.83,0,12,9,0,85.17,46,0,2.17,0,80.33,87.82,78.33,0,69.67,42.5,72.5,0,83.17,72.33,86,72.17,0
Desk 15,0,0,0,0,0,1.17,0,0,56.34,0,0,0,0,0,0.83,0,0,0,0,0,0,85.84,0,0,0,0,0,0,43.84,0,0,0,5.17,0,0,0,0,0,0,0,16.33,35.5,27.33,0,0,0,0,0,0,0,0,0,0,0,0,51.84,0,0,0,0,0,0,32.84,0,0
desk 81,75.17,0,0,90.17,0,0,0,0,0,0,73.67,53,0,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,60.16,47.33,0,76.5,0,82,0,0,79.83,0,76.17,0,0,66.83,0.83,0,72.16,66.17,0,0,0,15,0,77.17,0,0,77.5,0,77.67,0,0,78.83,0,0,30.5,0,80.83,0
Desk 19,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.33,0,0,0,0,29.17,10.17,0,0,0,0,0,0,0,0,45.67,0,0
Desk 90,0,0,38.17,68.5,0,0,35.21,89.03,0,2.17,0,19,52.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.34,72.84,0,62.17,0.67,73.67,0,0,69.5,2,49,0,0,65.51,0,0,1.17,0,0,0,34.17,40.67,0,0,0,5.83,0,0,88.73,0,0,11.83,2.5,0,0,0,0,0
desk 146,0,0,0,0,0,51.67,62.34,0,0,0,0,52.33,0,52.85,0,0,34.17,0,0,0,59.01,49.17,0,0,0,47.17,0,74,51.84,0,0,65,72,38.67,76.17,37,0,68.03,84.51,43.22,0,39.17,0,37.34,44.17,69.67,0,0,36.83,0,20.67,43.17,68.67,51.67,0,0,0,0,0,0,89.7,72.04,74.5,43.34,86.41
desk 141,79.5,0,0,0,0,0,77.17,76.84,52.17,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 155,83.83,83.5,74.67,87.17,62.33,77.83,41.8,86.17,88.48,74.33,85.33,87,81.83,88,82.5,0,0,0,0,0,87.33,90.27,67.33,0,0,0,0,83.83,89.66,84.67,81.5,92,90.87,92.38,58.67,52.9,90.91,88,89.26,81.99,75,77.17,0,68.83,0,0,0,0,0,0,0,0,0,0,0,0,81,79.5,87.78,83,86.5,85.33,55.5,90.82,81.67
desk 158,0,0,0,0,0,0,0,0,0,17.83,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,20.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25.5,51.5,0,0,9.5,0,0,0.33,0,0,0,0,0,0,0
2.krs Desk 4,84.84,0,83.17,0,0,0,0,80.01,0,0,0,20.17,19.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 113,0,72.84,44,43.5,0,55.84,10,34.5,66.5,0,0,83.31,89.64,80.5,0,74,0,0,0,0,0,0,0,0,0,0,0,80,0,0,70.5,0,74.17,0,1.33,0,65.67,43.17,69.01,0,78.51,35.67,45.17,71.34,0,0,60.17,54.33,67.66,0,4.83,64.84,71,70.34,0,0,64.84,0,0,0,0,20.17,71.34,75,0
desk 106,0,0,0,79.17,79.67,83.17,10.83,0,0,10.5,0,81.17,77,83,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,77.33,79.17,0,0,79.67,79.5,81.5,0,0,83,0,80,0,0,0,82.83,83.16,85.16,0,80.83,74.17,45,0,82,78.17,78.32,52.33,0,64.17,64.33,81.67,70.17,0
Desk 60,70.28,37.67,47.28,54.78,59.95,58.13,36.13,0,85.3,0,0,80.65,86.32,49,65.99,55.16,55,0,0,0,71.68,76.35,0,0,0,77.2,0,48.71,61.83,56.94,76.94,2.33,36.67,51.45,62.17,70.3,56.17,76.14,16.64,66.64,0,49.82,73.99,0,0,0,19.17,47.34,70.01,25.33,0,0,73.33,67.69,68.33,36.17,0,27.59,57.62,23.17,0,0,47.33,40.31,66.14
DEsk 33,78.17,83.17,87,0,0,83.33,80.83,0,82.83,0,78.5,84.67,0,0,83.5,0,0,0,0,0,0,0,0,0,0,76.17,0,0,82.5,0,83,82.5,78.17,0,0,82.33,83,78.5,0,0,76.5,83,83.17,0,0,83.33,86.66,0,0,82.33,82.99,83.16,83.33,0,0,82.67,0,83.83,0,83,0,0,0,0,0
Desk 68,0,0,0,76,0,85.5,84.16,37.17,0,0,1.17,81,14.67,81,8.83,0,0,0,0,0,0,0,0,0,0,0,0,76.5,48.83,0,0,0,0,0,0,0,0,0,0,0,13.5,83.17,0,48.33,0,0,36.5,0,0.83,0,0,55.83,0,56.83,0,0,0,0,71.33,0,0,54,0.5,58.83,0
DEsk 27,0,0,0,59.33,52.33,0,0,58.67,15.83,73.67,87.78,64,70.33,31.83,0,51,0,0,0,0,0,0,0,0,0,72.5,0,0,66.33,36,77.09,51.67,27.33,47.33,88.28,39.8,46.33,49.31,0,67.5,0,0,18.67,54.83,60.5,0,0,56.83,54.33,75.56,0,40.5,63.83,48.5,0,0,0,37.33,25.5,58.33,57,36.5,64.17,46.33,38.67
Desk 50,0,0,62.17,67.5,0,3.83,0,66.67,79.17,0,0,71.83,77.67,85.17,77.67,80.88,79.87,0,0,0,75.17,77.67,78.33,0,81.84,0,0,0,47.17,0,80.47,75,81.13,0,76.96,77.78,69.5,8.17,66.5,36.56,69.33,78.09,0,70,0,0,0,0,80.23,0,0,12.17,85.83,79.5,0,88.81,0,43,80.01,82.16,78.17,71.17,77.66,26.67,0
Desk 16,0,0,0,0,0,0,8.5,59.17,2.17,0,0,0,0,0,0,0,0,0,0,0,0,73.5,0,0,0,0,0,0,0,0,0,0,65.28,69.1,53.5,0,0,0.83,0,0,12,81.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,1.33,4.5,0,0,0,0
Desk 84.1,85.67,83.84,0,0,0,70.34,91.81,52.83,0,31.5,79.84,90.77,46.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.63,72.84,49.17,75.17,58.59,83.5,54.17,0,66,0,0,92.53,0,0,9.33,0,0,0,0,0,0,0,0,0.5,71.58,42.67,0,0,91.37,68.7,91.36,0.33,0,0,86.83,0,0,87.67
Desk 17,0,0,0,0,0,0,0,0,0,0,0,79.22,0,79.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.31,77.81,0,0,0,0,0,0,0,0,0,0,0,0,0,77.69,77.03,0,0,0,77.38,0,0,0,0,0,0,0
Desk 89,0,51.85,53.68,76.5,0,0,22.34,51.5,0,31.5,0,0,0,0,0,0,0,0,0,0,0,51.17,0,0,0,0,0,49.04,79.87,9.33,0,76.83,17.83,0,32.5,62.11,64.27,53.59,24.42,68.84,0,62.71,52.37,5.67,66,49.99,0,9,7.5,0,38.6,70.93,66,45.91,0,51.71,48.36,0,46.84,65,0,39.98,0,44.79,65.34
desk 148,56.61,53.33,62.83,37.17,71.83,70.67,74.17,81.17,41.67,61.83,66.83,74.83,62.35,75,68.83,70.5,72,0,0,0,0,75.33,74.67,0,75.33,72.5,0,77.83,61.33,65.17,72,70,75.67,69.66,72,75.33,73.33,63,71.33,64.5,0,76.17,75,78.33,66,65.5,77.5,77.5,10.43,45.16,47.83,62.33,74,76,64,25.17,76.5,79.5,71.83,0,0,0,76.17,74.83,0
desk 132,0,73.17,74.34,78.5,73.17,74.21,67.5,5,71.34,2,0,78.34,0,0,0,0,60.84,0,0,0,65.67,71.84,0,0,0,78.84,0,75.67,83.32,48.83,80.46,80.67,77.17,81.84,79,80.84,68.84,78,80.67,0,0,75,58.34,80.17,68.84,0.67,84,70.17,73.17,74.94,73.67,81.75,0.33,1,0.83,79,78.84,79,74,74.17,88.49,80.67,79.17,78.47,0
desk 154,0,0,0,20.83,0,0.33,0,13.17,6.67,0,0,0,0,49.96,63.67,0,0,0,0,0,0,0,0,0,0,0,0,90.84,88.34,92.13,3.83,0,84.34,80.5,84.5,11.34,0,87,92.03,66.01,0,0,0,74.67,92.3,0,0,91.76,90.92,91.74,0,0,81.5,81.17,82.17,0,0,80.84,0,92.14,39.84,75.34,81.01,0,64.67
2.krs Desk 9,0,75.67,0,84.03,0,0,75,0,80.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.51,0,0,76.54,82.21,80.89,0,0,0,0,0,0,0,0,96.97,0,0,0,0,89.68,59.52,0,0,81.71,79,82.23,0,0,89.93,0,85.78,0,84.3,0,87.81,0,0
desk 119,0,0,1.17,8.5,34.67,84.5,0,0,0,0,0,0,57.83,63.5,0,0,0,0,0,0,40.67,85.48,0,0,0,0,0,75.33,29.5,0,18,58.19,51.17,0,0,0,0,0,0,0,0,67.56,16.23,0,64.67,0,87.5,62.16,0,0,63.5,12.26,20.67,14.33,0,0,1.67,0,0,0,84.5,32.33,56.17,57.17,18.33
desk 114 ,0,0,0,73.51,0,59.5,5.5,41.67,0,0,0,72.17,81.84,0,0,46.84,64.5,0,0,0,74.34,0,0,0,0,0,0,0,0,0,53.67,0,72.17,0,72.67,88.67,72.34,0,79.17,0,0,80,81.67,77,0,0,0,0,52.33,78.83,80.33,78.17,68.34,0,70,77.34,81.17,0,72.34,0,0,71.51,75.84,64.17,0
desk 105,0,0,61,80.84,79.17,83.67,22.5,79.83,0,0,0,81.17,76.67,83.67,0,0,0,0,0,0,0,0,65.83,0,0,0,0,0,0,57,0,56.5,77.83,79.33,0,0,79.83,79.83,81.67,0,12.83,82.83,87.5,80,0,0,0,74.5,83.16,42.5,0,80.83,75,76.17,0,81.83,78,69.67,0,0,69.67,65.33,82.67,79,0
Desk 61,0,0,0,49.83,0,0,0,51.17,29.5,0,30,0,0,28.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16.83,0,0.83,27.33,0,0,0,0,23.33,0,0,0,0,28.33,0,0,11,0,50,0,0,0,0,0,0,0,1.17,0,32,0,0,0.33,0,38,0
DEsk 38,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.57,81.33,66,45,1.17,0,0,47.5,75,80,68.34,86.94,77.66,0,0,67.13,84.3,69.17,83.99,75.67,0,78.33,81.33,86.16,85.99,75.66,78,0,84,12,85.85,78.33,68.83,75.17,75.5,76,74.83,0
Desk 65,0.33,0,0,1,0,0.5,76.66,0,1.17,0,0.33,0,59.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.66,77.83,17.83,2,79.86,63.87,0,0,0,75.73,42.24,65.75,0,0,0.5,69.45,0,0,0,72.15,76.5,68.33,0,19,65.86,57.53,69.03,0,18.5,0,67.4,0,0,0,76.44,66.78,60.17,0
DEsk 14,0,0,0,0,0,0,0,84.7,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,34.67,0,50.5,0,0,0,0,0,0,0,0,0,0,46.17,11.33,81.17,0,0,0.33,0.33,41.83,0,0,0,0,0,0,0,0,8.67,0.5,0,0
Desk 57,0,57,6.33,80.5,58.84,0,30,15.17,84.67,0,0,0,73.34,61,0,69.5,0,0,0,0,0,0,0,0,0,0,0,55.09,57.25,15,42,8.33,63.84,77.34,0,0,2.67,13.17,68.34,0,0,0,8.83,0,42.17,0,6.83,0,73.84,0,24,17,29.5,20.17,1.83,13.83,0,0,21.83,0,0,79,0,0,0
Desk 23,0,53.83,81.17,82.33,0,0,76.83,83.17,82.33,0,0,81.5,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.67,82.5,0,0,81.67,89.78,83.83,0,0,81.17,38.5,82.83,0,0,32.83,83.17,81.67,0,0,81.16,81.5,84.16,0,0,46,58.33,82.5,0,0,81.83,90.67,78.17,0,0,80.67,79.83,0,0
Desk 84.2,82.62,15.83,22.33,79.93,86.26,48.9,87.89,41.34,79.88,80.17,74.18,63.5,81.17,0,77.98,76.29,62.67,0,0,0,0,0,0,0,0,72.34,0,80.34,84.84,83.49,13.33,1,0,0,0,0.83,0,0,4,0,83.87,35.7,65.52,75.35,0,83.82,85.81,85.81,67.13,81.96,83.77,75.76,0,0,0,83.38,78.21,52.2,62.36,87.19,58,40.17,59.34,0,75.3
Desk 20,0,71.33,78.33,92.66,0,0,76,81,80,0,0,80.75,32.24,7.67,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,0,0,0,55.5,61,50.33,0,0,75.51,40.99,76.49,0,0,40,39.5,80.67,0,53.99,78.83,82.16,0,0,0,73.16,0,0,0,0,0,0,0,0,0,0,0,0,0
DEsk 92,20.5,72.17,80,0,0,79.36,84,0,0,0,0,0,55.5,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,62.17,80.5,0,77.84,79.17,0,77,35,58.12,53.84,59.34,75.67,0,0,75.84,0,77.84,35.17,0,68,0,80,0,0,0,0,48.5,0,57.67,54,0,81.5,0,0,0,0,0.67,0
desk 149,0.33,0,0,0.5,1.33,0,0.33,29.67,0.67,21.33,0.83,20.33,0.33,0,1.83,0,2.17,0,0,0,0,0.33,0,0,0,1,0,0,0,0,0,10.83,23.5,2.33,0.67,14.33,1,0,0.67,25.5,0.5,28.67,8.67,1.17,0.5,0.67,0.5,33.67,0,13.5,0.67,0.67,0,47.16,15.83,1.17,20.67,0,27.5,0,0,0,50.83,3.5,0
desk 133,0,74.5,77,78.34,79.17,81.17,76.34,65.84,38.17,59.17,65.67,79,81,74.67,0,71.67,54,0,0,0,0,0,0,0,0,73.5,0,78.51,78.84,78.67,84.84,80.84,79.5,75,76.34,76.5,77.84,76.5,82.34,0,0,81.5,73.67,82.34,78.67,76.34,78.34,76,69.67,77,69.34,85.22,78.67,81.67,83.84,82.67,80.34,0,0,0,87.13,80.5,80.17,79.44,73.84
2.krs Desk 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 120,47.17,78.17,77.96,52.84,0,0,10,0,0,0,34.83,80.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.24,0,1.67,0,0,0,69.83,67.5,69.5,30.67,0,0,0,2,75.67,78.83,47.14,38.5,0,0,3.17,0,0,0,18.33,29.33,18.5,0,80.67,50,0,43.17,0,67.33,52.33,88.57,76.67,68.58
desk 129,0,0,75.01,71.84,0,0,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.03,0,0,74.67,0,0,14,0,76.84,0,0,0,74.01,0,0,0,0,0,75.51,0,0,0,0,72.34,0,0,0,24.33,0,0,0,0,74.67,68.34,0,4.17,0,70.67,0,17.84
DEsk 44,81.17,82.67,85,0,0,0,0,0,0,0,0,32,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,81.17,0,0,27.5,12.83,0,0,73.33,0,0,0,0,0,0,87.01,66.85,0,0,0,80.33,82.17,0,0,0,86.92,81.33,51.83,0,0,79.5,76.33,0,0,75.17,62.33,0,0,0
Desk 58,77.33,55.17,93.27,0,0,82.5,74.5,80.67,80.67,47.33,74.83,0,0,91.17,79.17,84.5,0,0,0,0,79.67,81.17,46.33,0,72.5,79.32,0,0,0,86.33,77.83,81,80.17,16.17,0,71.5,0,81.33,78.17,75,48.67,0,79.83,74.17,60.17,0,13.17,1.33,77.16,0,59.17,77.83,0,24.17,0,80,69.33,0,0,0,69.17,56.67,28.83,77.83,80.5
Desk 69,0,0,79.84,76.96,0,85.09,9.83,80,45.33,0,0,51.53,80.17,48.34,73.34,77.65,0,0,0,0,0,0,66.5,0,53.34,0,0,79.67,0,0,82.65,85.64,78.67,82.5,0,0,0,57.17,44.57,80.73,64.5,83.37,79.34,85.35,87.18,10,84.59,81,71.34,0,55.33,38.17,80.34,0,54.1,67.84,20.61,80,69.1,75.83,0,0,79.84,0,0
DEsk 13,0,0,0,8.5,0,0,25.83,88.75,53.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.34,19.83,0,74.17,54.67,0,0,5.83,5.84,0,66.17,0,59.17,0,0,0,0,11.33,0,0,0,0,46,81.84,38.5,0,0,0,13.5,17.67,0,0,27.17,0,0,0,0,0,0,0,0
Desk 54,86.94,72.17,60.34,85.34,22.17,78.51,53.67,72.67,76.67,45.5,56.17,0,64.84,90.93,0,0,0,0,0,0,50.5,0,0,0,0,0,0,52.79,77.17,0,26.67,0,47.67,45.84,46,0,76.58,33,81.17,57.67,25.33,0,80.01,85.17,46.34,0,0,81.34,74.17,0,20.34,4.02,21.33,76.84,0,80.12,0,66.84,89.5,0,30.55,0,0,0,0
Desk 24,58,0,0,0,60,67.17,0,60.33,0,0,52,0,65.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,35.5,0,56.5,56.17,0,70.17,0,0,0,0.33,0,0,0,0,0,16.67,0,64,60,0,64.66,0,59.67,57.67,0,56,0,59.34,0,0,0,0,0
Desk 75,0,0,79.17,0,0,0,54,7.5,74,42.17,0,60.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,0,0,79.5,0,79.17,0,0,79.5,0,41.5,0,0,44.33,0,44.34,0,0,45.67,0,49.5,0,0,0,0,47.5,0,0,77,0,58.83,0,0,0.33,0,0.83,0
Desk 86,75,80.17,67.33,72.17,2.5,0,59.47,30,0.33,1,50.61,52.5,0,65.34,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,85.17,4.33,53.51,92.51,2.83,61.5,0,65,55.32,57.17,58.67,81.34,66.5,82.67,64.5,9.33,82.5,78,66,13,31.33,47.33,61,0,25.67,78.34,0,79.5,0,73.67,82.83,0,84.67,17.67,0,83,43.67
desk 152,0,0,6,0,8.17,10,0,0,18.33,0,5.17,0,46.17,0,21.83,0,0,0,0,0,0,0,0,0,0,0,0,60.17,12.33,0,1.33,1.83,0,0,44.84,0,7.5,36.34,0,0,0,12.33,35.83,0,53.34,0,9.84,55,0,13.5,61.84,10,4.67,0.5,5.5,0,22.67,31.5,0,24,0,0,2.67,0,43
2.krs Desk 5,70.67,0,0,32,45.67,50.17,0,73.5,69.84,0,60.34,0,0,36.84,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 118,75.74,49.07,77.5,32,0,60.84,0,6.5,42.34,0,53.14,59,0,49.17,0,0,0,0,0,0,0,84.5,0,0,0,0,0,43.17,76.17,29.33,53,22.5,90.27,0,0,0,27.17,95.95,0.83,0,0,53,9,49.83,0,0,1,0,12.5,0,0,88.83,79.17,49.67,0,78.37,0,0,84.34,16,0,0,0,0,0
desk 127,0,76.34,80.67,53.17,0,0,77.34,0,0,0,0,80.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.17,77,0,0,69.84,0,0,0,0,82.67,78.5,0,0,0,82.51,81.84,77.17,0,78.94,0,80.67,66,0,79,78.67,0,35.5,0,59.51,0,0,78.67,0,0,0,0,0,0
Desk 42,0,0,0,0,0,0,0,0,0,0,8.33,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 61.4,26.84,23.67,12.34,0,0,0,0,0,5.33,0,0,0,24,43.84,0,0,0,0,0,0,0,0,0,0,0,0,0,30.34,40,0,0,0,0,0,0.33,44.34,0,23.67,36.51,0,0,0,66.17,67.17,0,0,7.34,60.18,3,0,0,1,52.11,0.33,0,42,0,16.17,73.34,0,0,28.83,0,0,0
DEsk 40,0,81.5,54.67,80,0,0,0,0,0,0,20.33,0,0,0,59.17,0,0,0,0,0,0,0,0,0,0,68.33,0,77,79.5,0,60,0,0,0,79.33,75.49,78.5,0,0,79.83,0,0,81.65,57.83,66,79,79.83,0,0,75.99,72.5,77.99,0,67.83,0,63,3.17,0,0,78,75.5,83.17,0,0,0
Desk 64,88.51,86.34,55.67,82.67,0,0,81.84,42.34,69.24,0,91.17,86.17,57.51,83.84,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,65.17,86.01,87.17,47.17,82.67,75.34,79.84,0,51.17,51,58.33,54.17,0,0,81.84,52.67,60.34,76.84,51.33,70.02,44.17,0,0,0,92.01,0,0,48.67,25.5,59.5,49.34,0,66.84,46.17,98.49,18.5,0
Desk 22,0,79.17,77,77.5,0,0,80.5,76,79.33,0,0,0,75.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.83,0,0,82.34,75.34,77.5,0,0,80.5,76.67,76.5,0,0,24,76.33,72.5,0,0,79,80,77,0,0,80.83,84.66,79.5,0,0,76.17,79.17,77.83,0,0,75.17,80.17,76,0
Desk 56,0,80.01,81,78,22,80.34,81.84,80.34,96.34,0,79.84,81.33,84.5,76.34,0,0,0,0,0,0,0,0,64.5,0,0,0,0,0,78.17,0,0.33,83.17,0,21.5,0,0,78.59,39.84,0.5,0,24,79.34,50.5,34.86,0,2,42.5,0,77.67,0,1,0,64.67,85.17,0,20.67,82.84,0,81.84,0,32.67,85.34,0,29.67,0
Desk 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 78,0,0,0,0,0,0,60.67,46,63,37.5,51.84,63,0,0,0,28.84,0,0,0,0,0,0,0,0,0,0,0,0,75.34,0,54.84,78.34,45.34,73.17,0,53,22,0,50.84,0,27.17,56.34,82.54,23.67,0,0,0,0,84.5,0,43.83,80.17,0,39.83,0,0,90,0,76.34,0,0,43.5,0,53.36,0
Desk 87,13.34,22,14,0,0,0,80.17,7.83,0,0,0,7.17,0.33,10.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,54.5,0,0,34.33,18.17,21,0,17.67,12.83,0,44.67,18.83,2,9,0.5,6.17,0,0,18,0,11.67,0,0,72.34,73.01,63.5,0,8,0,0,33.33,0,30,29,0,0.33,0
2.krs Desk 2,31.83,15.67,0,61.5,0,0,0,0,0,0,0,0,0,0,86.34,82.67,0,0,0,0,70.5,31.34,0,0,0,75.67,0,77,81,44.67,77.5,0,81.51,52.34,0,0,71.67,0,73.17,70.84,78.17,0,75.17,39.5,0,0,48.84,0,23.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 117,75.67,49.17,55.53,0,0,44.84,0,0,44.83,0,0,22.08,0,0,0,0,0,0,0,0,0,73.33,0,0,0,0,0,74.67,36.67,0,51.86,64.53,41.87,0,0,0,0,1.83,0,0,0,77,76,71.33,0,0,0,73.17,82.33,0,38.17,0,50.15,71.5,0,60.83,0,0,0,0,0,24.17,56.83,0,0
desk 128,0,0,74.17,74,21,59.17,0,25.84,50.89,0,55.19,77.01,0,52.99,77.48,0,0,0,0,0,78.01,62.67,0,0,80.19,22,0,78.14,76.63,78.29,73.6,61.34,76.41,80.4,0,57.03,79.69,73.18,81.84,76.17,28.34,63.34,69.17,76,81.27,0,78.4,0,57.71,80.53,77.84,78,0,64.65,56.97,75.28,81.27,78.93,77.75,54.67,80.88,85.84,62.17,75.84,57.34
Desk 43,80,0,61.83,80.5,0,0,0,84.2,0,0,46.33,4.5,86.06,0,0,0,0,0,0,0,0,0,0,0,0,82.83,0,79.5,4,0,0,4,0,4.83,0,0,0,0,0,0,0,0,37.33,0,0,0,0,0,0,0,0,3.33,0,34.33,0,0,0,0,42.5,0,56.17,0,0,0,0
Desk 61.3,0,56.67,24.88,78.17,0,0,71.67,0,84.17,0,0,36.34,0,40.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.46,77,0,82.34,0,73.5,78.17,0.33,76.17,72.53,49.83,0,0,70,68.84,51.17,0,24.5,69.17,0,69,0,0,77,73.67,75.83,0,0,0,0,44.34,0,72.67,71.34,0,0,0
DEsk 32,0,84.93,79.6,80.44,76.11,0,0,27.83,9.33,0,30,76.17,75.01,83.67,72.33,0,0,0,0,0,0,0,0,0,68.83,72.33,0,0,67.33,62.17,0,85.99,56.5,86.34,74.5,0,86.37,50.17,0,0,78.83,78.67,27.58,78.25,60.5,0,76.83,30.5,4.67,70.66,0,0,45.33,66.33,76.33,0,75.86,78.67,40.03,75.83,0,0,0,0,0
Desk 72,0,78.5,60.03,5.17,0,48.67,84.17,7.17,82.5,0,51.46,0,0,0,0,49.67,0,0,0,0,0,0,0,0,0,0,0,59.67,79.34,88.34,0,80.34,82.5,79.84,0,0,75.84,80.84,91.11,45.5,0,81.34,30.5,68,0,0,55.17,54.5,80.83,0,0,0,77.84,84,0,0,84.48,54.67,76.5,0,81.5,81.17,80.5,77.17,81.43
Desk 21,0,90.55,77.5,85.39,0,76.17,86.41,83.74,0,0,0,84,0,0,0,83.5,0,0,0,0,0,0,0,0,0,81.33,0,84.83,84.19,70,0,76,84.67,0,71.5,0,0,83.74,82.67,46.67,0,30.5,84.44,85.28,0,83.46,0,89.63,0,73.66,0,85.16,85.49,77.67,0,16.83,0,0,79.33,70.67,0,0,0,0,0
