asset,2024-12-02,2024-12-03,2024-12-04,2024-12-05,2024-12-06,2024-12-09,2024-12-10,2024-12-11,2024-12-12,2024-12-13,2024-12-16,2024-12-17,2024-12-18,2024-12-19,2024-12-20,2024-12-23,2024-12-24,2024-12-25,2024-12-26,2024-12-27,2024-12-30,2024-12-31,2025-01-01,2025-01-02,2025-01-03,2025-01-06,2025-01-07,2025-01-08,2025-01-09,2025-01-10,2025-01-13,2025-01-14,2025-01-15,2025-01-16,2025-01-17,2025-01-20,2025-01-21,2025-01-22,2025-01-23,2025-01-24,2025-01-27,2025-01-28,2025-01-29,2025-01-30,2025-01-31,2025-02-03,2025-02-04,2025-02-05,2025-02-06,2025-02-07,2025-02-10,2025-02-11,2025-02-12,2025-02-13,2025-02-14,2025-02-17,2025-02-18,2025-02-19,2025-02-20,2025-02-21,2025-02-24,2025-02-25,2025-02-26,2025-02-27,2025-02-28
desk 102,89.84,67.5,78.67,52.17,0,0,80.97,65.83,80.67,0,58.01,77.5,41.83,82.17,0,0,0,0,0,0,0,0,0,0,55,0,64.18,85.34,23.33,0,0,0,8.17,62.64,0,0,93.67,14.83,50.5,0,0,32,0,39.41,0,0,75.67,49,1,1,0,60.5,0.5,79.11,0,4.39,4.38,59.83,22.67,0,0,0,0,0,0
Desk 59,0,0,61,0,0,32.67,4.83,25.83,49.01,25.17,42.33,22.67,33.17,0,0,0,0,0,0,0,0,0,0,49.17,0,0,56,32,74.83,26.5,60.17,47.66,32,1.83,0,19.83,14,0,6,21.5,0,60,25.17,37.33,69.67,0,0,0.33,3,14.5,6.33,23,26.83,40.5,22.67,50.17,65.33,59.48,64.83,0,0,0,0,64.67,47.33
DEsk 34,78.67,54.83,0,0,0,76.17,0,68.17,0,0,65.17,78.17,0,75.67,0,0,0,0,0,0,0,0,0,81.33,78.33,0,80.17,0,79.83,0,79.5,77.17,0,78.67,0,78.17,80.33,0,79.83,0,0,55.67,0,0,79.83,77.33,0,35,77.67,0,76,0,0,0,46,0,78,0,0,0,79.5,14.5,0,0,0
Desk 66,0,86.67,76,76.17,0,69.67,44.17,85.17,87.44,0,41.17,31.33,73.34,86.73,0,0,0,0,0,0,0,0,0,0,0,0,88.29,21.33,59.34,64.17,0,86.91,60.07,55.06,0,83.5,79.5,75.34,76,76,0,86.33,87.15,87.47,59,0,78.5,86.6,85.27,66,71.67,70.33,86.73,82.5,72.34,0,87.03,86.19,46.01,77.5,0,0,0.33,0,0
DEsk 28,0,0,0,40.5,0,21.33,6.67,72.17,50.63,4.5,0,40.64,21.81,36.65,66,0,0,0,0,0,0,0,0,0,0,0,28.71,40.05,0,57.56,0,0,0,0,0,8,49.76,6.77,43.44,77.27,19.17,0,45.29,71.63,46.67,0,0,63.5,33.98,43.99,0,0,0,0,0,0,0,0,16.36,49.2,0.5,0,0,0.33,0
Desk 51,85.67,81.66,0,27.5,0,70.17,84.33,88.51,0,0,81.03,82.33,46.66,0,40,0,0,0,0,0,0,0,0,0,0,0,81.33,80.17,43.33,4.83,0,83.83,0,79.67,6.67,0,73.33,4,80,9.5,41,86.16,27.83,87.16,60.83,17.5,82.83,80,0,0,0,87.54,77.83,78.33,49.33,33,84.07,53.17,73.83,33.83,83.75,83.83,50.83,81.33,0
Desk 15,0,0,15.96,0,0,0,0,0,0,0,0,0,0,0,51.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.75,46.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 81,0,78.33,58.5,0,0,78.66,0,75.5,0,0,0,79.83,0,60.17,0,0,0,0,0,0,0,0,0,0,0,0,87.84,17.17,82.33,0,0,70.67,0,33.17,0,0,71.5,1,54.17,0,0,37.49,79.66,0,0,43,0,74.5,61,0,0,0,79.83,0,74,0,78.33,0,79.5,0,0,0,0.33,0,0
Desk 19,0,0,0,45.17,0,0,41.5,0,0,0,0,0,15.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.67,0,0,0,0,0,49.61,0,0,29.5,7.17,0,0,0,0,46.17,15.67,0,0,0,22.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0
Desk 90,0,0,38.33,0,0,0,0,0,0,0,17,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.84,73,0,0,0,0,81.34,0,48.67,0,0.67,53,0,0,79.67,34,0,72.5,0,0,36.84,60.67,0,5.67,0,0,0,0,0,68.34,0,80.67,0,0,8,0.33,0,0
desk 146,57.34,0,64.89,56.67,0,51.75,44.26,51.34,0,0,0,0,0,0,0,0,0,0,0,56.84,42.34,0,0,87.74,62.17,0,0,0,0,0,67.31,4.83,0,0,0,81.64,0,76.67,87.63,55.83,83.26,73,0,0,35.5,70.5,0,0,0,0,79.5,79.34,0,52.17,0,0,0,0,38.39,55.4,0,0,18.59,31.67,0
desk 141,0,0,0,0,0,79.84,79.34,77.67,90.67,79.17,79.17,78.5,78.17,0,79.34,0,0,0,0,0,79.67,79.63,0,78.5,78.5,0,79.17,81.34,79.17,0,1.33,79,79.17,78.84,0.33,78.84,79.34,79.67,79,78.51,80.04,78.84,0,0,0,78.83,79.34,78.84,79.34,80.34,79,78.34,79.34,79.67,79,78.23,36.17,80.51,79.01,80.84,80.17,80,55.83,79.84,0
desk 155,75.17,69.33,78,78,0,50.33,84,32,72.83,0,78.83,78,51.5,54.17,64.16,0,0,0,0,0,0,0,0,77.33,67,0,74.83,77.5,73.33,75.33,68.83,75,79.67,77.17,69.33,79.92,59.59,67.83,74.5,47.67,0,0,77.17,72.67,51.67,77.83,69,83.67,76.83,75.5,77.17,12.33,7.33,11.5,11.5,76,42,46.67,84.95,79.67,75.83,72.83,79.17,79.33,0
desk 158,82.34,81,76.17,0,0,0,81.5,90.85,0,0,0,79.84,61.83,0,0,0,0,0,0,0,0,64.67,0,0,0,0,43.83,66.84,76.67,58.5,2.88,72.84,84.17,65,78.67,85,81.51,82.7,0,0,0,0,0.33,69,75.67,0,76.67,85.31,81.01,92,0,1.17,96.37,78.84,81.67,1.67,85.84,72.34,92.23,20.84,21.67,0.33,0.5,0,0
2.krs Desk 4,0,0,85.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.34,0.33,0,0,0,0,0,0,0,0,0,0
desk 113,0,37.67,78.82,74,0,2.5,78.17,84.5,0,0,0,76.84,76.34,83.34,68.34,0,0,0,0,52.67,93.67,0,0,76,76.67,0,3,82.44,82.43,0,61.34,63.34,72.67,81.34,0,45.36,78.34,46.34,74.51,0,66.84,80.67,74.17,88.47,0,84,75.67,81.67,80,0,0,79.34,72.17,79.5,0,0,78.34,78.84,77.5,0,89.15,79.34,67.17,1,0
desk 106,0,0,35.83,0,0,0,83.17,0,0,0,0,69.5,96.09,86.5,0,0,0,0,0,0,0,0,0,0,0,0,79.34,71.17,79.68,0,0,1.17,65.17,35.83,0,0,55.5,64.33,47.67,80.75,0,0,56.83,0,0,0,0,0,64.5,0,0,0,56.17,42.17,75.83,0,78.33,0,0,0,0,0,0,0,71.17
Desk 60,0,49,27.17,0,0,0,24.89,48.23,79.89,0,0,49.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,82.3,81.31,80.81,75.32,60.67,50.16,68.83,0,49.83,48.84,70.34,69.68,72.18,68.69,72.36,76.86,21.03,65,0,66.21,72.33,70.21,0,68.89,81.73,0,0,0,73.08,78.08,33.75,0,0,79.93,69.1,54,0,0
DEsk 33,82.83,78.83,0,0,0,80.67,79.33,77.17,74,0,74.33,0,0,79.67,74,0,0,0,0,0,74,73.67,0,0,0,0,83,83.43,0,0,0,0,0,0,0,0,78.33,78.67,0,79.17,79,81.84,78.83,0,0,78.83,78.67,79.67,0,0,78.33,81.67,79.33,0,14,77.83,81.67,0,0,78.34,78.67,81.5,68.17,0,0
Desk 68,58.44,85.66,41.5,0,0,85.67,0,85.17,56.16,0,86,83.5,57.33,64,0,0,0,0,0,0,84.5,0,0,15.83,0,0,79.33,0,41.5,78.83,0,79.83,44.83,55.5,0,0,0.33,0,47.33,84.16,52.5,17.83,81.83,0,0,40.17,0,0,33.17,78.67,84.5,93,84.17,0,0,81.33,0,82.67,65,0,63.83,0,82.67,74,0
DEsk 27,0,0,0,74.67,0,79,0,24.33,4.67,49.83,78.66,0,0,15.83,62.17,0,0,0,0,0,0,0,0,81.5,78.83,0,76.33,48.67,79.67,0,38.17,78.33,0,57.5,0,37.33,8.17,50.83,61.33,0,78.67,79.5,0,0,0,0,0,77.67,0,0,46.5,0,0,0,0,0,0,33.33,0,20.67,80.24,49.16,27.66,51.67,0
Desk 50,0,72.67,0,0,0,0,75.16,40.33,81.16,0,79.02,74.81,63.5,0,60.8,0,0,0,0,0,69.33,68.43,0,25.5,78,0,85.24,49.26,74.9,56.5,70.89,80.38,100,88.04,67,80.53,71.53,74.52,80.36,0,47.33,65.34,82.17,75.16,71,44.82,70,0,80.31,72.5,80.8,76.79,83.29,66.67,72.66,86.28,73.83,18.6,0,0,80.25,76.75,79,83.91,0
Desk 16,0,0,3.67,0,0,70,0,0,0,0,0,0,0,36.67,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6,0,0,0,0,0,0,0,0,0,0,18.83,64.98,0,0,0,0,0,0,0,89,10.67,13.17,0.33,0.67,22.33,10.67,0,0,59.67,0,0
Desk 84.1,72.17,81.17,58.5,81.17,0,85.67,68.77,82.84,88.93,61.34,67.84,8,90.5,52,64.67,0,0,0,0,0,0,0,0,80.34,76.17,0,79.17,57.25,84.17,80.5,84.17,87.84,74.67,81.5,86.36,56.83,62.33,59.17,89.83,87.34,77.34,78.67,65.5,67.33,0,88.5,48.67,59.5,43.73,89.73,61.38,59.5,82.36,61.33,0,0,81.67,85.65,59,71.17,0,0,0,0,0
Desk 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0
Desk 89,0,59.51,24.67,37.16,0,47.79,8.28,38.61,67.1,33.67,37.07,40.17,0,0,0,0,0,0,0,0,0,0,0,69.25,34.33,0,0,41.04,45.36,19,19.33,6.81,74.64,7.3,16.5,10.5,11.26,24.34,28.34,41.67,37.34,33.67,52.19,40.5,23.67,0,0,68.3,28.12,32.83,0,19.5,52.9,91.39,10.84,36.69,0,34.84,50.17,57.34,75.67,0,21.45,21.83,0
desk 148,25.49,56.83,81.83,75.5,0,70.33,79.86,85.83,85.53,42,63.83,73.83,69.9,85.23,77,79.59,0,0,0,0,0,0,0,75.8,76.14,0,0,70.83,76.67,79.34,77.83,70.86,85.87,54.67,83.5,78.5,73.23,84.83,53.33,4.33,73.67,73.93,84,57.61,84,83.16,75.5,68.83,76.83,52.5,74,45.16,74.33,59.01,69,57.03,49.33,0,82.33,55.05,66,69.17,0,0,0
desk 132,0,0,69.34,0,0,0,0,0,0.33,56.17,0,67.5,38.83,57.83,62.84,66,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,48.17,0,0,0,62.67,54.61,31.33,70.17,13.83,0,0,1,0,0,0,65.84,0,0,0,0,0.33,1,64.34,52.17,58.84,43.5,0,64.67,53.84,0,0,0,71.17,0
desk 154,0,0,76.5,19.5,0,39.12,81.12,79.34,75.5,0,46.9,83.73,79.89,0,0,0,0,0,0,0,0,0,0,0,66.67,0,82.24,82.23,78.67,82.88,76.5,81.52,78.85,85.67,0,0,8.5,0,47.84,81.61,0,0,85.84,52.5,0,0,65.36,77.17,85.5,43.67,0,11,8,14.83,70.17,8.17,14.17,20.67,0,0,0,0,0,0,0
2.krs Desk 9,0,0,74.95,0,0,0,0.67,85.67,77.5,0,0,85.34,82.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.84,81.67,77.9,0,0,84.93,0,78.94,0,82.47,0,0,78.32,0,82.5,0,0,78.17,0.33,0,84.07,0,77.5,0,0,0,0,17.5,0,88.01,60,0,0,0
desk 119,0,82.14,48.81,0,0,52.49,15.67,92.5,9.67,0,24.17,0,40.5,8,0,0,0,0,0,71.17,82.04,0,0,0,0,0,37.39,59.73,0.33,0.33,43,8.41,44,62.84,21,73.17,85.6,22.83,9.5,2.67,80.28,44.5,62.17,2.83,23,69.46,39.17,38.67,34.97,0,0,0,0,0,0,22.83,10.33,25,16.83,0,45.67,0,52.86,0,0
desk 114 ,0,77.75,85.08,0,0,0,45.5,39.5,79.67,0,0,87.49,85.14,0,0,0,0,0,0,0,0,0,0,86.37,0,0,77.67,93.16,84.82,25.83,0,48.11,78.11,0.5,0,32.67,85.5,0,70.67,0,0,81.84,87.84,77.01,0,84.84,83.67,89.62,75.84,0,0,79.17,71.34,67.67,0,0,67.17,73.17,76.5,89.84,0,82.67,69,64.17,0
desk 105,86.67,81.33,81.33,0,0,78.33,72.33,32.33,57.17,0,0,0,76.17,85,0,0,0,0,0,0,0,0,0,0,0,0,72.72,81.17,79.17,0,0,58.33,64,77.17,18.67,80.5,79,80.33,49.83,0,77.67,80.83,0,67.17,0,79.17,57.83,80.17,0,0,0,2,79.17,9,0,60.83,78.33,81.16,0,0,78.83,72.5,0,0,0
Desk 61,75.67,43.5,73.74,0,0,0,0,40.33,41.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,0,57.17,0,16.67,0,0,64,0,10.5,25.17,0,3.17,0,0,55.83,0,84.16,0,0,28.31,0,0,10.83,0,0,0,38.17,0,0,0,0,54.17,0,0,78,0.33,65.17,0
DEsk 38,78.83,77.83,76.33,0,0,72.83,59.83,61.33,73.17,0,35.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,56.17,0,0,81.33,63.17,77.5,0,0,87.84,53.68,0,0,70.17,82.16,78.5,0,51.15,0,80,0,47.83,69.17,79.84,75.84,78.84,0,0,0,80.34,78.84,70.17,0,77.93,82.08,54.5,82.34,76.17,0
Desk 65,0,15.17,65.83,4.5,0,0,0.67,0,85.76,0,69.16,0,0,78.99,0.83,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,78.17,0,78,0,79.49,67.83,42.99,0,0.5,0,0,79.74,69.5,0.33,0,79.17,56,0,0,0,0,84.82,2,0,63.33,63.33,0,0
DEsk 14,0,0,30.5,0,0,0,0,50.17,0,48.33,83.33,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,56,0,0,0,0.33,0,0,0,0,0,9.83,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.33,0,0
Desk 57,0,56.5,66.17,71.5,0,0,86.34,85,0,76.5,88.84,86.5,76.17,0,0,0,0,0,0,0,0,0,0,3.83,80,0,77.67,68,7.83,91.62,70.17,37,55.84,0,81.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 23,0,81.33,84.17,0,0,0,80.17,83,80,0,78.33,79.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.17,81.83,0,0,85,63.67,69.67,0,0,83.33,27.5,81.67,0,0,76.83,84.17,83.17,0,0,80.17,69.17,83.17,0,0,81.5,84.66,77.17,0,0,83,83.33,84.17,0,0,83.17,83,84.67,0
Desk 84.2,82.17,48.19,81.85,82.01,0,47.5,30,71.46,85.79,52.83,68.5,78.08,34.5,86.07,76.56,0,0,0,0,0,0,0,0,5.17,9.5,0,57.6,70.42,73.58,81.57,77.38,54.17,47.34,56.69,17.02,81.5,43.83,69.82,51.98,79.8,67.34,80.27,77.77,82.67,0,85.39,80.05,50.5,40.54,1.5,0,45.67,59.34,0.33,82.31,0,1.17,82.5,0.33,56.33,0,0,0,0,0
Desk 20,0,0,0,0,0,0,0,0,74.5,0,0,59.33,70.5,77.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.83,25.5,81.67,0,5,19.83,58.74,82.16,0,0,56.66,93.33,64,0,0,0,93.66,78.67,0,0,85.5,75.33,82.17,0,0,0,0,0,0
DEsk 92,61.34,0,24.67,0,0,0,5.17,0,57.5,10.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,56.33,0.33,3.33,0,1.17,7,0,4.67,0,0,58.67,13.17,0,0,0,67.33,18.67,0.33,0,0,0,0,0,0,45.84,0.33,0,0,0,76,0,9.5,0,0,0,12.67,50.33,0
desk 149,3.83,0.67,0.33,0,0,52.83,70.83,15.28,71.5,0,0,0,0,0,0,67.67,0,0,0,0,0,0,0,0,1,0,71.5,55.33,55.66,0,0,77.5,0,58.5,51,0,0,8,0,32.67,62.16,79.18,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.67,0,0,0,0
desk 133,74.34,0,61.5,64.84,0,82.84,0,0,0,65.33,72,0,78.51,0,69.34,0,0,0,0,0,39.67,0,0,0,0,0,0,0,0,0,0,0,49.67,0,0,0,0.5,0,40.16,0.33,0,0,0,0,0,0,0,0,0,69.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.krs Desk 6,0,0,0,0,0,0,31.5,0,0,0,46,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,78.17,0,79.11,73.59,0,50.67,0,0,70.67,0,0,75,0,44,0,0.5,11.5,0,0,0,54.84,0,25.83,0,0,38.67,0,39.5,76.67,0,0,0,0,0,0,0,0,0
desk 120,0,7.17,0,0,0,2,11.67,0,42.17,0,36.17,72.83,18.33,0,0,0,0,0,0,47.83,0,0,0,0,37,0,45.3,89.83,0,0,0,43.17,55.33,0,0,60.33,57.18,19.17,26.83,0,0,0,0,0,0,15.67,0,54.17,0,0,0,31.91,66.83,68.83,0,0,23,56.17,72.5,0,45.83,0,0,42.33,0
desk 129,0,0,0,55.34,0,0,0,0,0.67,0,0,73.67,76.17,0,0,0,0,0,0,71.34,77.78,0,0,0,0,0,0,75.67,52.67,0,63.84,0,0,81.01,68.5,0,68.67,0,71.51,0,0,0,0,0,0,0,0,71.17,0,0,49.34,70.34,80.5,0,0,0,58.67,82,0,0,0,69.67,78.84,82.51,0
DEsk 44,88.98,83.33,43.83,0,0,83.16,0,0,53,0,88.56,73.5,26.17,0,41.5,0,0,0,0,0,0,60.17,0,78.66,39.5,0,82.83,0,85.83,0,83,65.67,0,0,77,53.83,81,41.5,88,70.83,79.83,0,74.5,85.67,0,0,84.33,84,81.83,0,87.35,0,54.66,0,49.33,0,83.17,79,87,66,0,82.67,88.44,0,0
Desk 58,66.83,76.33,68.03,0,0,14.5,6.5,48.83,34.83,55.16,45.66,78,13.33,0,33,0,0,0,0,0,0,0,0,0,0,0,54.67,0,80.33,0,0,78.17,0,12,19.83,51.17,47.5,2.17,24,0,0,0,0,0,0,58.02,82.66,0,0,12.67,0,0,0,0,0,25.33,13.33,12.33,0,0,0,0.33,0,0,0
Desk 69,0,78.81,87.64,0,0,0,0.5,54.1,49.84,0,58,73.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.67,81.96,82.13,83.84,79,84.5,56,78.09,0,84.84,83.33,81.23,34.84,1.17,87.87,84.5,60.66,0,0,0.34,55.33,82.83,9.5,0,61.84,0,0,89.05,0,86.43,73.33,81.34,6.5,10.5,76.4,71.67,75,0,0
DEsk 13,0,0,88.17,0,0,0,0,58.34,0,0,0,0,0,82.84,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.33,0,0.33,0,0,0,0,45.84,45.5,0,4.33,0,10,0,0,43.5,56.83,0,0,0,45.17,8.5,0,0,0,0,0,0,0,0,0,0.33,4.33,0
Desk 54,0,66.67,0.33,0,0,0,72,70.67,53.84,0,0,86.01,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,50.32,69.34,24,61.17,0,72.84,0,0,0,80.67,52,46.67,0,63.34,55.84,0,51.67,90.78,0,82.83,52.33,78.5,49.67,0,0,0,57.83,0,82.48,79.84,0,57.67,0,0,60.84,78.34,0,56.17,0
Desk 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17.17,0,0,3.17,0,2.67,0,13.01,0,0,80,0,0
Desk 75,0,10.33,42,0,0,0,0,0,20.66,7.5,0,0,0,0,26.34,12.67,0,0,0,0,0,0,0,0,0,0,0,3.67,16,17.67,81,0,24.83,7.33,45.5,36.49,0,20.17,33.34,9.5,0,2.33,72,0,0.5,17.67,0,6.17,41.67,0,76.84,0,0,0,0,0,4.33,3,12,0,0,0,0,30.83,0
Desk 86,44.67,44.33,48.67,0,0,2.83,3.67,33.83,22.17,62.5,71.16,49.17,73,34,40.67,0,0,0,0,0,0,0,0,5.17,0,0,69.67,38.84,30.33,14.5,49.5,7.17,33.83,46.67,23.33,32.33,37.33,47.84,52.17,71.67,21.17,20.83,47.66,0,0.5,0,0,0,0,0,0,3,9.5,1.17,0,0,0,0,38.33,0,0,0,0,3.33,0
desk 152,0,0,0,40.17,0,0,0,14.5,0,0,0,38.84,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,48.34,39.17,16.5,23.17,27.34,25.5,0,3.67,0,44.67,0,51,0,4.83,0,0,40.5,0,0,0,62.33,34.83,57.17,0,0,12.5,56.67,0,0,42.17,0,12.33,2,0,0,0,0,0,0
2.krs Desk 5,77.34,77.17,0,69.67,0,77.17,69.17,46,39.33,0,0,0,59.17,60.84,0,0,0,0,0,0,0,0,0,0,0,0,79.34,55.17,47,0,0,0,0,0,0,46.84,19.83,0,0,0,68.84,0,58.34,0,0,41.34,80,0,67.67,54.67,75.5,0,71.51,0,28.83,28.5,0,53.17,0,0,0,0,76.67,0,0
desk 118,0,90.01,81.17,0,0,0,81.84,11,79,0,0,81.34,79.5,0,0,0,0,0,0,0,0,0,0,79.34,0,0,87.84,0,22.5,0,0,80.34,73.34,0,0,82.32,34.34,79,0,50.5,82.01,17,0,11.25,42,50.22,59.5,0,18.5,0,0,25.17,0,79.5,0,16.79,9.5,60.34,31.17,84.43,83.5,0,0,70.34,0
desk 127,0,0,0.5,0,0,0,78.61,0,0,0,0,0,45.84,0,0,0,0,0,0,0,0,0,0,0,0,0,74.05,82.54,66.51,0,0,0,0,0,0,0,48.17,0,0,0,0,0,0,0,0,0,0,72.84,70.17,0,27.5,29.17,70.34,62.5,0,67.84,0,0,58.84,0,0,0,0,0,0
Desk 42,0,0,0,0,0,0,0,0,0,0,0,22.21,83,14.33,72.33,0,0,0,0,0,0,0,0,0,0,0,87.12,75.96,0,0,0,8.67,21.5,64.67,0,0,0,0,85.68,18.5,78.33,0,22.67,73.46,0,0,22.5,0,0,0,26.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 61.4,0,46,33,0,0,0,66.17,36,38,1.83,0,33,38.17,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,45.17,0,0,0,19.34,0,0,28.84,18,36,0,0,0,0,10.5,0,0.67,0,0,0,0,1.5,0,0.5,0,0,0,0,0,55.17,0,0,0.67,0,0,0,0
DEsk 40,0,0,74.33,0,0,0,0,46.03,0,0,0,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0,75.67,0,0,0,0,0,0,0,0,0,44.83,0,0,0,0,0,45.83,0,0,0,57.67,0.33,0,0,0,0,0,0,2.83,0,0,0,0,0,37.33,95.94,0,0,0
Desk 64,0,81.84,14.17,0,0,85.34,40.5,70,74.34,0,0,0,0,80.83,64.67,0,0,0,0,0,0,0,0,0,0,0,84.17,79.17,0,0,81.84,0,57.84,66,0,81.84,91.01,30.67,79.67,0,0,0,90.84,0,0,77.83,90.67,77,83.84,0,1,0,5,0,43.17,78.51,79.41,77.5,71.17,0,90.46,0,80.8,56.5,0
Desk 22,0,75.17,80.17,0,0,0,82,77.83,76,0,0,78.67,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,81,47,0,0,82.67,80.83,76.67,0,0,76.84,6.5,74.67,0,0,0,0,80.17,0,0,80.67,80.5,80.17,0,0,55.17,81.5,0,0,0,0,0,0,0,0,82.67,84.17,83.67,0
Desk 56,81.34,81.67,83.23,0,0,46.17,45.17,75.5,71.84,76.83,88.84,50,70,0,0,0,0,0,0,0,0,0,0,78.51,0,0,67.51,79.5,77,52,0,97.78,62.67,76.5,42.67,86,84.34,6.67,84.84,0,0,0,53.5,79,0,58.17,81.17,84.33,0,0,74.5,86.42,65.84,78.5,0,0,80.5,74.67,52.17,0,0,2,0,81.17,0
Desk 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.33,0,0,0,0,0,0,0,0,0,0,0,0
desk 78,44.5,0,21.33,0,0,0,0,53.03,29.17,0,0,45.17,0,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,72.35,0,64.84,0,0.67,0,0,72,0,0,13.5,0.33,43,0,86.73,0,0,0,0,0,41.67,0,0.5,0,0,61.67,0,0,0,0,16.67,0,0,0,21.17,43.17,0
Desk 87,0,10.5,61.67,6.33,0,0,84.11,12.17,52.5,54.34,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5,0,0,46.84,38.83,39.17,13,3.17,0,18.33,6,63.84,22,29.17,18.17,36,41,26.84,5.5,88.34,18.83,1.5,26,80.5,58.5,18.47,45.33,16.33,78.67,41.83,29.67,52.01,16.34,30.67,76.17,19.83,24.84,0,0,0,11.5,0
2.krs Desk 2,36.84,74.5,3,0,0,0,83.51,38,61.67,0,0,78.01,0,80.84,0,6.33,0,0,0,0,0,0,0,74.34,0,0,62,0,80,69.84,0,51.84,0,75.17,0,16.67,0,0,47.34,0,39.67,0.33,0,38.67,0,48.67,0,0,0,72.5,0,76.51,0,63.5,0.33,68.5,88.17,0,85.34,74,0,0,0.33,0,0
desk 117,3.77,52.44,15.5,0,0,0,81.47,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.67,78.58,0.5,0,0,80,75.5,0,0,0,81.5,82,8.83,0,0,0,0,0,0,0,13.67,0,52.67,0,0,0,77.56,0,0,10.17,58.83,53.76,79.67,78.33,81.67,0,0,0,0
desk 128,77.58,76.41,77.73,79.72,0,78.86,78.82,38.34,77.67,0,0,76.13,63.67,0,0,0,0,0,0,0,0,0,0,80.66,76.82,0,71.45,71.17,81.77,0,74.23,79.56,72.05,51.17,0,0,63.17,0,63.51,79.17,0,73.11,77.6,79.59,76.91,77.22,0,1.67,0.33,62.19,0,19.15,45.5,34.83,36.84,0,84.43,75.84,0,0,0,0,0,79.69,81.85
Desk 43,79,80.5,0,74,0,0,18,86.76,0,38.83,88.83,79.33,68,0,79.33,0,0,0,0,0,0,0,0,81.31,0,0,79.17,79.5,36.5,43.17,82.17,79.83,79.17,56.67,35.5,79.16,89.99,80.54,87.83,55.17,75.5,10.33,25.67,78.17,33,79.5,87.83,0,79,0,79.17,0,79,0,0,0,78.67,87.76,79.83,0,0,79.33,0,79.17,0
Desk 61.3,0,49.33,49.84,85.36,0,0,36.84,1.67,67.14,69.5,15.5,6.83,74.67,46,0,0,0,0,0,0,0,0,0,0,0,0,46.17,0,80.17,41.5,0,37.34,0,29.5,0,62.34,63.17,0,0,0,0,0,0,69.34,75.67,0,64,0,81.17,50.84,0,68.84,0,0,40.34,0,0,19.17,0,3,0,0,0,0,0
