asset,2025-03-03,2025-03-04,2025-03-05,2025-03-06,2025-03-07,2025-03-10,2025-03-11,2025-03-12,2025-03-13,2025-03-14,2025-03-17,2025-03-18,2025-03-19,2025-03-20,2025-03-21,2025-03-24,2025-03-25,2025-03-26,2025-03-27,2025-03-28,2025-03-31,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-14,2025-04-15,2025-04-16,2025-04-17,2025-04-18,2025-04-21,2025-04-22,2025-04-23,2025-04-24,2025-04-25,2025-04-28,2025-04-29,2025-04-30,2025-05-01,2025-05-02,2025-05-05,2025-05-06,2025-05-07,2025-05-08,2025-05-09,2025-05-12,2025-05-13,2025-05-14,2025-05-15,2025-05-16,2025-05-19,2025-05-20,2025-05-21,2025-05-22,2025-05-23,2025-05-26,2025-05-27,2025-05-28,2025-05-29,2025-05-30
Desk 43,79.33,80.5,66.33,0,0,71,78.5,83.17,0,42.17,35.17,43.83,48,0,74.33,41.5,84.33,73.33,0,0,12.17,0,81,65.5,57.67,46.5,0,0,0,0,84.5,0,0,0,0,0,39.5,53.33,81.33,49.17,0,77.33,0,0,0,0,0,23.67,84.67,75.33,60.83,55.5,81.83,0,0,39.17,81.5,78.83,0,59,68.16,0,75,0,50.17
Desk 61.3,0,0,75.5,0,68.84,75.84,0,27.33,76.67,0,0,71.67,0,19,27.5,0,0,71.17,76.67,0,33.88,70.84,62.67,11.83,74,0,75,0,71.34,0,0,0,46.34,0,0,0,76,81.67,0,77.17,55.84,51.84,51.17,0,0,36.16,0,61.84,51.83,0,75,69.5,1.5,17.84,73.34,0,72.17,75,80.17,0,45,75.17,12.67,0,0
DEsk 32,78.33,69.67,76.33,81.67,71.17,0,80.83,5.55,79,80.89,60.67,79.92,78.5,65.83,0,0,0,0,0,0,0,82.83,33.5,85.5,58.83,0,78,0,79,0,0,81.33,0,66.66,0,0,0,84.11,81.5,82.17,78.97,75.67,77.67,0,0,0,84.67,53.33,71,0,0,85.89,0,79.89,81.41,75.33,79.16,70.33,44.33,0,79.83,61.83,85.14,0,0
Desk 72,0,0,0,0,0,0,84.34,89.34,57.33,0,0,0,17,0,0,88,0,74.5,85.34,0,0,0,62,62.5,0,0,81.17,80.67,78.17,83.5,82.83,79.84,2.67,81,0,0,76.17,77.5,0,0,79,81.67,0,0,0,81.67,0,0,0,0,87.34,79.67,55.5,0,0,82.67,81.33,79.83,29.17,87,79.33,86.34,79.34,0,0
Desk 21,84.17,80,56,0,0,84.34,83.83,0,0,75.67,85.5,59.67,0,0,75.83,0,73.67,86.33,0,0,80.5,83.83,0,25.33,71,0,61.83,64,0,0,91.81,88,85.65,0,0,0,94.51,87.5,0,84.83,86.2,75.17,76.17,0,0,80.83,59.5,82.17,0,61.33,91.83,0,88.26,0,0,84.34,85.67,53.29,87.46,0,84.83,83.17,0,0,74.84
Desk 53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEsk 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 79,0,0,0.83,0,0,59.67,58.84,0,84.34,0,78.84,82.34,0.33,42.17,81.17,0,54.34,74.84,87.34,0,76.17,79,83.84,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.krs Desk 11,75.01,70.5,56.51,27,43.5,32.67,0,56,48.17,25.17,71.34,85.4,0,43.04,78.01,53.51,66.84,77.49,69.5,0,75.45,15.83,73.1,46.67,0.08,45.72,0,73.67,68.84,55.84,80.33,70.67,53.97,54.8,0,0,57.5,76.01,20,56.23,0,54.86,4.84,0,79.17,7.81,51.17,26.17,8.33,9.83,10.75,43.07,4.73,18.38,0,0,15.34,79.84,28.34,45.49,77.46,77.17,80.61,0,0
2.krs Desk 1,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.83,14.17,0,0,0,0,0,0,0,0,9,0,0,0
desk 112,0,78.5,79.17,79.51,0,0,0,0,78.34,56.17,0,73.67,0,58.34,0,0,87.88,2,74.34,0,0,0,79.16,76.67,0,0,72.34,0,0,0,0,81.5,77.33,0,0,0,0,0,82.84,0,0,77.34,0,0,0,0,75.84,36.17,74.67,0,0,61.5,79.67,0,0,0,78.67,80.16,81.34,0,0,74,80,0,0
desk 108,0,77.84,0,58.17,60.84,0,79.44,0,79.45,0,0,85.17,80.48,81.16,0,0,80.85,71.84,80.03,0,0,84.72,69.77,81.74,0,0,79.26,32.27,79.84,60.84,0,69.3,79.66,0,0,0,75.84,0,80.52,0,0,81.72,64.94,0,94.74,79.75,68.84,79.77,81.11,0,0,80.13,86.48,80.48,48.17,10.83,62,92.68,0,0,79,84.33,80.06,0,0
DEsk 41,78.5,0,83,43.5,0,81.67,83.33,17.17,77,0,81.5,0,80.83,82.67,0,0,0,0,0,0,35.83,0,81.17,58.67,0.33,0,81,81,81.83,0,82.5,81.16,0,0,0,0,79.83,0,42,0,0,57.5,0,0,0,27.17,0,0,80.83,0,79.66,81.83,0,2.5,0,79.66,81.5,0,37,0,0,0,0,0,0
Desk 61.2,0,78.34,47.17,0,14.67,61.34,0,15.83,28.67,0,0,48.5,0,37.17,0,0,19.5,11.84,80.17,0,58.17,11.84,10,63.78,0,0,33.84,36.33,0,0,46.34,10,0,0,0,0,26.67,38.34,47.67,0,0,13.67,0,0,0,62.17,0,0,12.17,0,46.17,40.17,50.5,9.33,0,59.67,58.83,63.5,0,0,0.33,69.17,32.34,0,0
DEsk 31,76.67,75.04,78.71,76.88,42.33,0,78.74,66.83,0,71.67,71.5,1,0,45,17.67,0,0,76,81.67,0,75.33,0,43,76.33,68.83,80,0,79.9,62.5,76.5,49.17,54.17,73.49,72.33,0,0,59.81,53,67.17,47,0,80.01,75,0,0,80.17,66.17,74.67,76.33,60,0,0,75.5,0,0,70.67,75.17,14.3,12.5,0,72.33,0,83.17,0,70.67
Desk 71,0.33,0,0,0,0,3.17,0,0.33,0,0,0.5,0,0,2.67,0,0,0,0.67,72.34,0,0,0,71.67,0,1.5,0,0,0,2,0,0,0,0,0,0,0,0,39.65,0,0,0,0,0,0,0,57.9,56.5,55.67,78.34,80.67,80.5,75.17,72.5,0,48,77.5,54.5,58,15.46,54.67,71,71.34,62.5,0,0
Desk 12,0,0.33,0,0,0,0,0,0,0,0,0,0,0,50,0,71.23,35.17,72.84,0,0,0,0,0,59.34,0,0,0,0,68.84,0,0,0,50.67,0,0,0,0,69.67,0,0,0,7,0,0,0,0,0,37.67,1.5,0,0,0,20.33,0,39.5,46.48,0.67,13.04,0,0,0,70.1,49,0,0
Desk 52,78.34,68.83,0,80.34,68.67,56,0.33,0,0,0,19.67,40.67,19.33,28.33,78.84,76.34,73.5,68.5,14.33,0,82.67,81.5,47.84,74.17,70.17,79.32,69.5,63.67,9.84,78.34,56.84,79.17,49.67,69.5,0,0,78.67,60,79.67,58.5,69,79.17,84.67,0,0,79.17,78.67,74,32,79.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.krs Desk 10,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,44.84,14.67,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.67,0,0,0,0,3.67,0,0,0
desk 111,0,73.53,0,77.67,0,0,56,0,0,0,0,0,80,69.33,0,0,64.47,73,0,0,0,0,0,0,0,0,0,0,0,0,0,73.16,75.33,0,0,0,0,0,0,0,0,1.17,0,0,0,0,71,60.17,61.83,0,0,55.33,12.67,0.83,0,0,14.83,8.5,0,0,0,0.33,0.5,0,0
desk 107,0,58,60.94,81.67,60.83,0,78,83.5,79.83,0,0,82,0,79.17,0,0,80.67,80.33,85.34,0,0,84.67,89.5,81,0,0,87.33,0,57,60.17,88.44,47.6,100,0,0,0,72.33,44.6,0,0,0,86.38,25.7,0,0,0,47.33,0,0,0,0,0.5,77.17,51,0,0,83.33,83.83,78.5,0,0,81.5,79.83,0,0
Desk 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEsk 37,0,0,82.34,75.67,0,0,0,80,82,78,85.83,88.83,43.84,0,0,0,74.67,82.17,67,0,0,75.17,23.67,0,0,0,0,67.67,73.83,0,0,57.16,85.83,0,0,0,0,4.67,0,73.17,0,0,0,0,0,0,82.83,46.17,0,26.67,0,71.5,23,0,0,0,0,13.17,74.5,0,77.67,81.67,86.34,0,0
Desk 61.1,15,82.17,85.05,44.67,11.17,0,0,0.66,33.83,0,0,1.67,0,66.17,0,49.5,54.84,10.05,57.33,0,60.84,14.33,57.16,84.65,0,0,13.5,2,0,0,61.17,24.22,50.67,0,0,0,48,12,0,0,0,82.17,39.34,0,0,57.57,0,0,0,84,78.17,64.01,82.67,0,0,59.5,54.17,11.17,14.5,0,49.34,48.5,37.17,0,0
DEsk 29,79.5,0,23.19,43.17,0,83.21,2.5,34.33,85.89,55.23,32.08,39.67,61.59,66.33,76.5,0,0,0,0,0,56.83,43.66,72.33,24.99,50.67,0,0,0,50.5,68,74.55,80,74,0,0,0,43.5,31.33,82.93,0,81,64.66,67.67,0,0,0,79.31,70.5,75.83,0,0,77.33,72.33,0,26.5,75.33,14.67,83.33,21.17,10.83,56.67,56.5,49.25,0,39.17
Desk 70,26.17,0,72,0,0,63.5,39.84,0,0,0,0,0,0,74.81,0,0,0.5,0,2.5,0,0,0,35.83,0,9.33,49.83,0,0,0.33,0,0,0,0,0,0,0,0,0,26,12.67,0,40,0.5,0,0,0,57.84,0.67,0,0,73.5,60.17,24,0,0,23,78.5,85.67,38.46,81.33,88.09,66.75,78.84,0,0
DEsk 11,0,41.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0,0,0,0,0,8.17,0,0,0,0,72.17,0,0,0,0,45.5,0,0,0,9.84,0,0,0.33,0,15.83,0,0,0,0,0,42.34,60.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.krs Desk 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 116,1.33,81.72,70.34,53.84,0,24.67,76.48,0,74.84,0,0,77.25,30.17,80.06,0,0,84.84,52.17,79.51,0,0,50,41.34,1,0,0,50.67,0,0,0,0,0,67.5,0,0,0,80.17,0.67,80.55,66.51,0,54.5,58,0,0,0,76.84,32.17,76.84,0,0,29.34,64.67,0,0,0,79.8,24.17,79.67,0,0,76.67,77.17,0,0
desk 103,94.34,68.84,93.84,84.37,86.51,0,0,63.67,48.34,0,80.17,75.34,79.67,79.84,0,88.53,96.86,76.01,92,0,0,89.17,85.17,0,0,0,74,80.01,82.17,58.34,84.17,86.33,69,71.5,0,0,1.83,53.17,66.51,0,0,79.01,0,0,95.17,0,0,0,67.67,79.67,93,63.84,44.83,0,0,84.67,83.17,89.17,12,0,0,44.33,72.01,0,0
Desk 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEsk 39,84.33,78,75.83,38.5,58.17,84,85.33,28.83,92.17,76.83,90.83,62.17,59.17,92.17,58,88.82,0,76.17,87.31,0,59.83,54.17,83.33,79,70.33,90.09,65.83,80.33,84.17,0,81.33,85.49,82.83,0,0,0,87,83.17,62.5,78.67,74.17,82.83,79.5,0,74.17,77.17,86.33,84.17,85.5,78.33,82.5,85.5,78.5,0,79.83,79.33,0,78.5,72.67,13.5,73.17,0,81.83,0,0
Desk 62,0,15.83,56.83,63.33,19.5,38.48,26.17,35.83,24.83,0,6.19,16.83,33.17,58.04,27.17,34.06,31.67,12.34,51.83,0,72.5,77.67,57.44,30.67,0,0,27.5,10.83,0,0,40,0,0,0,0,0,63.54,30.83,0.67,0,0,66.58,31.83,0,0,49.78,0,0,32.83,0,36.67,55.5,79.5,0,0,55.83,9,48.17,0,0,23,50.39,71,0,0
DEsk 30,85.59,35,2.5,0,0,0,0.33,0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
