asset,2024-09-02,2024-09-03,2024-09-04,2024-09-05,2024-09-06,2024-09-09,2024-09-10,2024-09-11,2024-09-12,2024-09-13,2024-09-16,2024-09-17,2024-09-18,2024-09-19,2024-09-20,2024-09-23,2024-09-24,2024-09-25,2024-09-26,2024-09-27,2024-09-30,2024-10-01,2024-10-02,2024-10-03,2024-10-04,2024-10-07,2024-10-08,2024-10-09,2024-10-10,2024-10-11,2024-10-14,2024-10-15,2024-10-16,2024-10-17,2024-10-18,2024-10-21,2024-10-22,2024-10-23,2024-10-24,2024-10-25,2024-10-28,2024-10-29,2024-10-30,2024-10-31,2024-11-01,2024-11-04,2024-11-05,2024-11-06,2024-11-07,2024-11-08,2024-11-11,2024-11-12,2024-11-13,2024-11-14,2024-11-15,2024-11-18,2024-11-19,2024-11-20,2024-11-21,2024-11-22,2024-11-25,2024-11-26,2024-11-27,2024-11-28,2024-11-29
Desk 22,0,76,77,0.67,0,0,76.5,71,75,0,0,80,79.17,79.83,0,0,56.33,75.83,78.83,0,0,0,74.5,70.66,0,0,78,78.5,83.34,0,0,73.5,78.67,78.33,0,0,0,70.67,74.17,0,0,79.67,75.83,73.67,0,0,0,0,0,0,0,79.33,79,88.59,0,0,78.17,80.83,21.5,0,0,78,73.5,81.5,0
Desk 56,76.34,82,89.87,71,0,0,6.5,81.17,76,0,0,74.5,77.34,80.17,0,50.67,58.84,80,49.33,0,35.83,58.83,58.5,76.17,0,18.66,43,85.17,85.84,0,79.17,73.17,75.17,80.17,0,34.17,76.84,76.34,78.67,34.67,73.84,76.34,78,60,0,81.5,83.67,80.17,33,2.17,0,78,0,10.33,0,59.84,82.67,34.34,8.5,0,70.67,86.5,85.84,85.5,0
Desk 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0
desk 78,0,2.5,14.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,49.5,0,0,0,0,52.5,0,0,0,0,46.84,0,0,78.5,0,59.34,0,0,41.17,0,0,70.5,46.5,2,0,0,37.67,43.34,0,0,0,0,55.5,0,0,0,0,0,0,6
Desk 87,51.64,1.83,0,18.5,68,0,0,54.34,0,0,0.33,0.33,84.01,9.5,10.67,0.5,0,80.67,62.67,0,0.83,0,75.17,1.83,0,79.17,0,62.17,82.34,0,46.33,0,0,43.67,80.01,86.88,0,97.94,1,86.51,0.33,0,0.83,23.5,0,74,0.33,10.96,45.17,0,0,0,0.33,3.83,0,0,0,80.67,0,40.5,0,37.5,9,49.34,0
2.krs Desk 2,0,0,81.34,39.5,64,35,0,0,0,75.34,40.84,51.34,0,0,0,0,62.34,72.17,0,0,58.67,37.17,0,0,0,0,0,0,0,0,0,0,0,0,0,54.84,43,45.17,0,0,0,0,0,27.17,75.5,0,0,0,0,0,0,35,0,0,0,75.5,71.84,76,0,0,0,0,0,36.12,74.01
desk 117,8.17,51.67,0,0,0,75.17,78,0,0,0,80.5,61.33,79.67,79.83,15.83,0,49.67,67,0,0,8,0,0.33,0.33,0,0,94.17,81.17,91,0,0,0,0,2.17,0,0,0.33,0.33,0,0,80.5,66.83,59.3,0,0,0,55.83,35.99,80.83,0,55.52,55.83,0,24.17,0,0,10.67,0,0,0,0,0,1.17,21.5,0
desk 128,0,75.86,0.83,12.66,0,31.84,79.5,0,78.11,0,0,71.84,77.06,53.5,72.17,0,58.84,77.17,79.33,49.5,76.29,76.11,77.94,0,0,75.4,76.34,0,41.17,0,34.83,76.83,0,50.81,45.17,78.77,1.17,0,18.25,46.84,78.67,67.84,0,0,0,69.84,70.48,75.34,82.17,0,0,78.01,47.58,68.17,0,75.01,79.86,41.5,58.84,0,0,79.34,0,24,75.78
Desk 43,0,79.66,85.33,0,54.49,79.5,79.83,79.83,78.33,0,66.5,71.33,0,11.5,0,79.17,79.33,79.83,0,0,0,0,88.43,77.49,61.94,89.17,79.83,83,73.17,0,92.83,80,0,0,0,57.67,51.33,0,41.17,15.17,59,0,74.67,69.67,77,80,79.67,72.83,74.83,70.67,0,94.67,79.83,69.83,0,73.17,0,92.67,0,39.67,79,79.17,80.83,0,27.66
Desk 61.3,77.71,2,37.5,0,0,37.67,0,0,0,0,40.34,81.77,0,0,28.67,0,0,0,28.5,0,1.83,42.5,0,0,0,0,0,0,0,0,0,35.33,0,5.33,0,53.5,70.17,28.83,37.5,0,0,1.79,40.5,0,0,1.17,39.17,0,84.34,66.84,0,0,59.17,0,0,0,81.5,33.67,50.17,0,0,44.17,0,0,0
DEsk 32,0,0,80.37,0,0,0,50.17,67.5,0,0,0,0,0,0,0,0,0,0,0,0,63.67,79.84,0,0,0,0,0,0,0,0,76.07,0,0,0,0,0,0,0,0,19.67,39,0,0,0,37.17,15,70.67,0,0,73,67,0,0,0,0,46.83,0.33,0,83,4.17,0,78.67,0,16.33,67.5
Desk 72,0,79.67,82.5,0,0,84.5,62.5,82.5,80.67,73.17,26.34,67.67,57.34,77.17,83.34,0,0,85,79.5,52,81,78.67,78.5,32.66,86.34,25,78.17,59.5,77.34,87.5,79.67,78.17,73.17,0,47.17,80.67,79,79.67,77.84,0,76,73.34,42,79,52.84,86.84,79.17,83,80.67,59.5,78,82,87.82,79,80.5,83.79,82.67,86.29,70.5,0,0,80,46.33,77.84,77.5
Desk 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 53,0,85.1,84.17,0,65.5,0,9.83,85.01,84.5,34.17,0,83.01,61.34,81.67,7.34,78.67,79,48.17,18.67,32.56,77,76,37.83,83,68.34,80.84,84.33,68,79.84,68.5,50.83,83.34,59.67,86.51,0,51.67,0,50.53,81.17,78,91.67,100,85.18,50.19,0.33,20.21,85.11,100,19.74,0,52.5,0,2.33,27.67,0,9.5,0,2.5,3,0,50,8.67,50,76.67,0
DEsk 1,0,81.77,96.33,0,0,0,58.01,0,59.02,0,67.34,72.84,96.17,75.59,0,69.84,72.47,95.01,92.82,0,68,72.83,89.5,96.56,0,65.17,60,91.67,95.84,0,89.49,83.83,82.5,85.02,0,65.67,88.67,51.84,82.51,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.83,0,0,0,0,0
desk 79,0.67,81.5,62.84,81.5,0,78.17,0,0,0,0,84,58.17,0,5.33,0,78.17,0,81.84,79.84,0,73.5,0,60.67,0.67,0,78,81.33,86.39,88.67,0,79.17,75,0,0,0,84.84,68.67,79.34,0,81,89.17,0,81.34,88.34,0,79.34,78.34,0,77.67,55,81.17,78.5,0,90.84,0,80.5,0,83.34,0,15.67,80.67,0,51.83,0,82.5
2.krs Desk 11,79.84,58.48,43,78.67,64.84,52.84,76,56.67,34.67,0,57.36,83.51,64.51,20.5,79.99,44.5,63,79.44,42,71.34,65.67,36,72.84,19.87,0,58,57.01,22.67,51.5,64.71,0,43.43,79.08,44.58,79.34,36.5,58.03,85.34,58,87,0,0,77.46,39.28,1.83,0,77.74,53.67,72.67,76.51,63.18,37.5,81.17,32.84,78.5,57,66.78,20.93,60.43,46.67,46.84,26.17,85.21,66.53,0
2.krs Desk 1,68.72,0,0,38.7,0,0,0,0,0,0.5,91.64,80.01,50.63,9,0,0,25,45.17,84.5,0,0,10.83,21.16,58.04,0,0,0,0,0,0,57.67,71.81,61.34,75.8,0,0,37.5,0,0,0,0,0,0,59,0,0,0,0,0,0,0,1.83,0,35.33,0,71.34,0.67,0,0,0.5,62.17,0,68,32.5,0
desk 112,78.84,91.42,87.34,85.67,0,33.84,69.84,75.53,13.17,0,0,88.82,0,0,0,0,0,0,0,0,84.17,67.17,83.33,82.33,80.17,76.17,78.84,0,87.49,0,0,67.17,0,0.67,0,0,79.84,6.83,0,0,55.2,69.17,87.84,85.34,96.17,0,77.34,0,0,0,0,88.34,0,0,0,0,67.72,74.71,51.87,82,0,85.67,0,42.51,0
desk 108,0,80.16,84,84.83,0,78.84,70.03,87.67,82.84,0,79.74,65.24,0,76.34,35.34,83.95,77.5,65.17,0,7.5,84.66,80.33,82.67,74.5,53.67,0,39.21,80.21,77.84,57.84,0,68.5,62.17,67.67,64.5,0,83.12,25.84,46.8,0,80.34,79.5,66.17,77.67,81,82.67,82.67,85.84,85.34,0,0,80.58,80.51,81.34,0,71.5,84.34,79.5,80.34,50.67,83.34,84.84,75.67,42.17,0
DEsk 41,0,60.5,84.17,79.83,0,79.66,0,6.67,21.83,79.5,0,62.67,83.83,85.83,0,0,0,78,56.5,0,0,77.33,43.33,0,0,86.33,0,84.67,84,0,57.5,34.5,78.17,78,0,0,0,0,0,0,57.83,0,62.17,90.33,0,0,78.67,60.5,83.67,0,80.5,0,82,81.67,0,87.83,0,79.5,0,0,0,46.83,54.83,37.67,0
Desk 61.2,52,29.34,24.33,6.84,0,78.34,76.5,73.17,74.5,0,11.5,0.83,22.67,0.33,50.83,33.5,45.31,74.5,45.34,0,34.67,53.83,77,78.01,0,0,58.67,21,39.33,0,73.17,68.34,43,36.83,0,34.17,7.67,34.84,17.33,0,43.67,42.65,11.84,50.67,0,78.84,87.5,0.5,65.08,42.17,31.5,56.34,17.83,10.83,0,67.67,70.34,27.17,32,0,0,16.67,62.34,29.05,0
DEsk 31,0,79.66,0,10.68,79.18,0,81.03,44.5,34.17,56.5,0,0,0,0,31.17,0,0,0,0,0,70.67,80.14,77.83,76.99,77.17,0,60.17,72.5,78.52,76.17,76.67,20.83,75.72,67.89,45.56,0,77.59,58.59,0,44.44,24.17,78.83,0,0,0,33.17,79.16,70.5,77.51,86.01,66.67,61.37,0,79.54,75.67,70,79.74,76.08,0,48.67,0,78.77,79.33,82.79,78.83
Desk 71,94.67,35.5,50.37,34.34,0,17.17,59.17,29.67,56.84,64.34,0,81,46.27,0,0,43.17,0,0,0.33,0,0,0,0,0.33,0,0.5,0,0,11.28,0,0,0,0,0,4.5,0,0,0,0.33,0,0,1,0,1,0,0,0.33,0.5,0,0,0,0,0,0,0,0,1,0,1.17,0,0,0,25.5,0,0
Desk 12,0,0,0,0,73,0,0.33,0.5,74.5,52.5,75.51,80.5,70.84,45.67,79.84,79.17,56.67,44.84,0,0,0,0,0,0,33.33,0,0,0,0,30.83,74.31,0,67,0,0,0,74.07,0,0,40,45.67,0.33,0,0,0,0,0,0,0,49.34,0,0,0,0,69.84,0,0,0,0,0.5,0,0,0,0,72.33
Desk 52,58.5,80,82.5,80,79.84,78.5,84.51,84.5,87.67,80.17,84.67,74.17,80.67,77.17,78.84,85.01,79.34,78.84,79.51,93.13,94.67,32.17,79.84,89.34,78.67,0.33,42.87,0,0,0,74.34,79,84.34,56.83,78.01,77.84,84.34,73.34,78.17,40.5,78.5,78,57.67,57.51,79.17,68.67,0.67,0.5,79.17,79.17,79,88.01,79.17,93.81,52.33,89,79.17,79,57.17,63.67,78.17,78.84,69,100,79.51
2.krs Desk 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,53,0
desk 111,26.67,78.83,78.01,81.67,64.16,74.83,50.36,0,79.83,0,0,0,0,0,0,0,0,0,0,0,0,0,81.66,68.83,0,0,79.5,0,0.83,0,0,81,70.5,79.17,0,0,78.5,0,0,0,83.83,0,84.5,72,0,0,0,0,0,29.97,0,14,0,0,0,0.33,0,0,0,25.33,0,23.73,0,36.33,0
desk 107,0,74.67,35.33,76.83,78.33,79.17,79.17,0,69.83,34.48,44.33,79.83,0,0,0,83.5,80.33,0,0,0,84.66,80.16,75.83,79.23,80.23,0,78.33,81.83,83.33,0,0,84,0,0,0,0,0,65.5,0,0,83,3,80.83,90.5,0,0,77.33,79.76,77,0,0,76.33,78.83,79,0,0,79.5,74.83,80.2,0,0,78.5,78.5,42,0
Desk 46,0,0,1.33,0,0,31.46,71.34,1.67,30,0,0,0,7.17,77.5,57.67,8.5,82,0,0,0,0.33,39.17,68.5,0,70.67,0,73,40.33,0,0,0,0.5,28.17,0,0,15.67,66.67,0,6.17,0,0,0,43,0,78.5,0,28.49,0,35.17,0,0,0,26,0,0,59.33,84.17,2.33,0,0,56.84,0,5.33,8.33,0
DEsk 37,0,56.16,0,86.16,0,77.83,76.83,87.67,58.33,0,0,89.3,13.83,0,0,0,86.34,80,0,0,55.5,0,0,78.49,0,0,72.17,75.5,0,0,0,67.67,51.63,0,0,0,12.33,77.33,0,0,0,0,74.67,0,0,63.34,0,56.67,0,0,0,75.67,83.17,0,0,78.17,9.5,70,0,0,0,78.67,81.67,0,0
Desk 61.1,83.68,33.34,36.49,0,21.5,23.12,48,21.34,0,0,39.83,80.34,48.88,20.37,44.67,62.34,49,0,29.5,66,83.28,50,27.83,12.76,36.17,0,0,0,11.17,0,0,6.67,0,1.17,79.17,73.34,0,0,0,0,83.17,42.55,19.04,84,0,83.34,28.66,83,28.34,61.67,0,0,0,39.5,53.33,15.05,59.01,17.54,41.86,64.84,79.51,36.17,86.48,10.84,31.5
DEsk 29,0,0,0,2.5,0,85.67,78.21,0.33,0,79.67,0,0,0,0,0,2.44,79.28,80,0,74.67,15.67,2,8.33,73.83,0,0,0,80.17,73.5,77.5,0,0,79.71,72.67,79.22,0,79.23,78.33,71.66,0,42.67,50.33,64.33,71.5,58.33,48.63,0,19.17,67.81,85.31,44.33,38.33,82.17,0,0,65.67,78.33,48.83,0,4.17,79.56,79.73,0,51.67,67.83
Desk 70,78.34,61,56.79,34,82.51,50.67,0,81.5,68.89,73.17,51.17,65.84,0,48.17,0,89.05,0,86,65,54.17,74.67,0,74.84,29.2,22.67,74.84,0,0,44.14,57.5,55.34,0,66.59,71.34,0,0,0,0,0,0,42,58.67,0,50.84,18.5,89.5,46.17,56.58,35.59,0,34.34,0,49.98,0,51.83,0,77.34,46.03,0,0,0,0,24.67,62.67,31.33
DEsk 11,0,0,0,0,0,0,5.33,0,0.33,0,0,0.83,0,0,0,1.83,0,4.17,0,0,0,0,0,0,0,0,72,65,0,0,0,0,7.17,0,0,0,0,1,0,0,65.5,83.69,0,0,0,0,0,46.5,69,0,0,0,0,0,0,0,0,0,0,0.5,0,31.67,62.34,0,0
2.krs Desk 12,0,0,0,0,0.5,0,0,0,0,0,0,0,5.83,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,36.67,79.14,0,23.67,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 116,0,87.84,0,0,0,0,75,0,14.17,27.5,20,38.51,51,0,20.34,0,45.5,0,0,0,0,0,46.5,17,53.5,82.51,77.34,74.17,44.34,0,0,84.17,80.17,82.51,0,0,0,0.33,0,0,82.34,0,0,0,0,83.84,80.39,54.34,76.53,0,0,76.65,21.67,43.17,0,87.26,23.5,47.5,0,0,0,63.34,86.34,79.84,0
desk 103,0,34.5,23.3,87.33,43.5,23.67,72.34,0,27.67,0,60.01,4,0,0,0,36.17,0,52.59,3.33,26.5,0,0,0.67,0,21.67,20.5,33.3,0,9.83,0,0,6.5,0,0,0,77.67,85.17,72.5,52.84,21.96,34.17,33.5,16.5,0.33,92.51,0,80.69,57.84,17.84,77.51,68.84,81,75.34,0,0,81,0,0,0,0,0,81.01,0,74.01,0
Desk 47,31.5,79.84,0,52,0,75.09,76.17,0,64.84,6.33,0,52.67,60.84,59.34,0,82.82,73,38.5,0,3.5,11.5,23.33,69.67,0,0,0,77.37,76,0,55.84,0,34.33,73.67,0,0,62.67,0,0,47.34,29.67,0,0,56.34,66.17,0,72.17,41.5,0,0,0,0,79,87.76,80.58,0,63,83.71,0,12.34,0,75.34,38.84,68.5,51.81,0
DEsk 39,86.83,72.83,60.5,53.5,0,79.5,56.83,88.67,68.5,0,77.83,80.17,83.83,77,0,83.33,80.83,79,79.33,77.67,91.43,84.66,79.5,63.75,0,81.17,79.83,77,0,76,0,0,0,83,52.17,76.33,90.5,80.83,87.17,25.83,0,81.17,74.33,0,81.33,83,84.83,59.33,67.11,77.67,88.33,61.17,57.5,90.41,0,54.33,41,86.5,61.17,0,0,82.83,91.83,82.67,74.67
Desk 62,52.83,71.66,46.67,53.33,13.67,29.17,37,29,26.83,0,31.42,0,20.83,0,64.66,16.67,55.5,54.5,52.83,0,0,0,69.17,20.17,0,0,0,26.7,41.87,28,51.56,43.17,71.83,40.83,0,71.17,20.6,54.83,74.5,0,50,75.83,53.33,73.33,92.32,42.83,79.33,79.84,71.5,31.85,68.7,57.37,77.88,4.33,12.67,25.17,76,76.5,69.5,27.16,71,85.33,81.5,60.5,0.33
DEsk 30,0,0,78.17,40.8,0,14.17,56,22.33,0,79.48,0,79.33,0,80.84,17.33,82.84,0,13.67,0,7.33,0,0,0,0,0,51.33,44.33,0,0,0,0,0,0,0,43.5,0,0,22.5,0,1.67,20.17,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0.33,0
Desk 73,0,80.49,0,0,0,79.5,81.67,16.33,50.17,0,52.23,41.84,83.84,31.83,27,59.17,0,83.51,59.67,2.17,51.67,86.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
